90331,rose
90332,leads
90333,left
90334,had
90335,driven
90336,expected
90337,rose
90338,limit
90339,profit
90340,exceeded
90341,averaging
90342,visiting
90343,advance
90344,targeted
90345,suggests
90346,require
90347,allowing
90348,slowing
90349,accommodate
90350,increase
90351,hedge
90352,fell
90353,demand
90354,supported
90355,tend
90356,result
90357,finalized
90358,gaming
90359,rose
90360,return
90361,refined
90362,driven
90363,rose
90364,offset
90365,waiting
90366,viewed
90367,issue
90368,jumped
90369,rose
90370,gained
90371,works
90372,supports
90373,came
90374,supported
90375,defended
90376,causing
90377,fell
90378,dominates
90379,want
90380,revived
90381,penetrating
90382,hurt
90383,able
90384,that
90385,dominant
90386,rose
90387,offset
90388,opening
90389,required
90390,boost
90391,face
90392,lead
90393,issued
90394,boost
90395,held
90396,bid
90397,rise
90398,aligned
90399,spending
90400,goes
90401,reflecting
90402,reviewing
90403,presented
90404,extend
90405,positioned
90406,hold
90407,resulting
90408,fell
90409,fell
90410,reduce
90411,packaged
90412,block
90413,set
90414,play
90415,sold
90416,rising
90417,plans
90418,allocated
90419,supported
90420,offset
90421,upgrade
90422,also
90423,approved
90424,pressure
90425,drive
90426,rise
90427,watch
90428,support
90429,proposed
90430,builds
90431,casino
90432,outlined
90433,include
90434,incentive
90435,operating
90436,gold
90437,pay
90438,aims
90439,risk
90440,consolidate
90441,reach
90442,shows
90443,held
90444,rose
90445,capturing
90446,imposed
90447,multiple
90448,focused
90449,cut
90450,move
90451,led
90452,increased
90453,
90454,cater
90455,performed
90456,approve
90457,increase
90458,shopping
90459,be
90460,favor
90461,linked
90462,paid
90463,emerged
90464,led
90465,convert
90466,declined
90467,been
90468,sell
90469,benefit
90470,allows
90471,granted
90472,drive
90473,
90474,brighter
90475,trade
90476,were
90477,of
90478,exceed
90479,their
90480,showed
90481,monitor
90482,filed
90483,above
90484,including
90485,fuel
90486,expand
90487,peaked
90488,gained
90489,granted
90490,remain
90491,fallen
90492,reported
90493,calls
90494,mean
90495,generates
90496,buy
90497,reducing
90498,have
90499,spur
90500,opened
90501,underway
90502,gain
90503,imply
90504,elevated
90505,supported
90506,ended
90507,maintained
90508,face
90509,sales
90510,reflect
90511,implement
90512,deliver
90513,ended
90514,negative
90515,caused
90516,dismiss
90517,completed
90518,convert
90519,new
90520,hold
90521,retain
90522,with
90523,led
90524,challenged
90525,seeks
90526,ensure
90527,vary
90528,post
90529,slow
90530,hold
90531,boost
90532,trailing
90533,reduces
90534,play
90535,added
90536,down
90537,be
90538,shown
90539,faces
90540,challenging
90541,consumption
90542,is
90543,low
90544,owned
90545,met
90546,picked
90547,producing
90548,pricing
90549,available
90550,expected
90551,a
90552,regulate
90553,focus
90554,stem
90555,support
90556,gained
90557,performing
90558,accuse
90559,spend
90560,compared
90561,reported
90562,expected
90563,hinges
90564,remain
90565,lead
90566,beginning
90567,increasing
90568,driven
90569,provide
90570,contend
90571,driving
90572,fell
90573,face
90574,excluding
90575,pay
90576,aiming
90577,lowering
90578,engaged
90579,anticipated
90580,exposed
90581,allow
90582,contrasts
90583,purchased
90584,use
90585,becoming
90586,release
90587,is
90588,use
90589,reflect
90590,continue
90591,gain
90592,released
90593,driving
90594,faced
90595,more
90596,coupled
90597,left
90598,operating
90599,falling
90600,sold
90601,supports
90602,include
90603,benefit
90604,spun
90605,eliminate
90606,attracting
90607,supported
90608,review
90609,compared
90610,using
90611,hurt
90612,reflects
90613,raises
90614,rising
90615,asserting
90616,have
90617,hurt
90618,boost
90619,offered
90620,tied
90621,spreading
90622,other
90623,used
90624,favor
90625,launch
90626,slowed
90627,leasing
90628,oil
90629,attribute
90630,slower
90631,reach
90632,coupled
90633,compared
90634,were
90635,raised
90636,paid
90637,capital
90638,tends
90639,reaching
90640,announced
90641,suggest
90642,rule
90643,allow
90644,pressure
90645,kept
90646,top
90647,trade
90648,close
90649,stemming
90650,protect
90651,agreed
90652,provide
90653,moving
90654,stored
90655,imported
90656,plague
90657,supports
90658,sell
90659,led
90660,a
90661,relied
90662,face
90663,was
90664,assuming
90665,fill
90666,boost
90667,rise
90668,moves
90669,improve
90670,paid
90671,believe
90672,replace
90673,export
90674,cut
90675,heard
90676,extends
90677,denied
90678,include
90679,ads
90680,priced
90681,cited
90682,sharing
90683,pay
90684,kept
90685,driven
90686,including
90687,match
90688,reducing
90689,considering
90690,limit
90691,flows
90692,counter
90693,expressed
90694,posted
90695,continue
90696,reflects
90697,bleak
90698,retain
90699,declining
90700,operate
90701,fallen
90702,received
90703,acquired
90704,causing
90705,fell
90706,placed
90707,given
90708,ended
90709,depending
90710,expanded
90711,delivering
90712,signed
90713,reflects
90714,filling
90715,means
90716,contrasts
90717,operate
90718,rose
90719,open
90720,fell
90721,allow
90722,issuing
90723,vote
90724,starting
90725,means
90726,repeal
90727,claim
90728,warrant
90729,boost
90730,raises
90731,offset
90732,make
90733,shipping
90734,collect
90735,exports
90736,claiming
90737,close
90738,alleging
90739,ramp
90740,launched
90741,withdrawal
90742,overshadowed
90743,step
90744,indicates
90745,trail
90746,traded
90747,be
90748,dismiss
90749,was
90750,drawn
90751,rolling
90752,increasing
90753,stay
90754,appealed
90755,fell
90756,present
90757,provide
90758,lacks
90759,weigh
90760,play
90761,influence
90762,reducing
90763,reflects
90764,granted
90765,store
90766,grade
90767,rose
90768,reduce
90769,the
90770,employed
90771,associated
90772,faces
90773,including
90774,with
90775,trades
90776,pursuing
90777,settle
90778,jump
90779,alleging
90780,beginning
90781,expressed
90782,storing
90783,offer
90784,remains
90785,add
90786,beat
90787,rise
90788,rise
90789,rising
90790,gain
90791,rising
90792,expected
90793,stimulate
90794,driven
90795,drilled
90796,led
90797,hold
90798,increase
90799,derived
90800,developing
90801,linked
90802,would
90803,remains
90804,catching
90805,compete
90806,double
90807,seeking
90808,advance
90809,increased
90810,vote
90811,its
90812,expressed
90813,also
90814,support
90815,damp
90816,pose
90817,commands
90818,rise
90819,the
90820,begin
90821,rolling
90822,offset
90823,were
90824,moving
90825,transferring
90826,stored
90827,hurt
90828,review
90829,agree
90830,acquired
90831,treat
90832,essentially
90833,become
90834,increased
90835,occurs
90836,marketing
90837,view
90838,produce
90839,present
90840,ended
90841,extend
90842,paid
90843,any
90844,offset
90845,created
90846,point
90847,puts
90848,fall
90849,rose
90850,is
90851,due
90852,sold
90853,combined
90854,rejected
90855,consolidate
90856,decline
90857,for
90858,announced
90859,raised
90860,filed
90861,confirmed
90862,trail
90863,offset
90864,uses
90865,allow
90866,changing
90867,offset
90868,including
90869,seek
90870,compared
90871,fell
90872,increase
90873,hearing
90874,filled
90875,advance
90876,sustained
90877,drive
90878,on
90879,using
90880,evolving
90881,viewed
90882,have
90883,boost
90884,retired
90885,earn
90886,reached
90887,survive
90888,result
90889,proposed
90890,offset
90891,said
90892,continues
90893,associated
90894,with
90895,dismissed
90896,creating
90897,reversed
90898,lead
90899,claim
90900,focused
90901,nominee
90902,changing
90903,spend
90904,awarded
90905,are
90906,proposed
90907,reflect
90908,compete
90909,fell
90910,increasing
90911,beaten
90912,decided
90913,offset
90914,looks
90915,aligned
90916,drive
90917,driving
90918,generate
90919,presents
90920,asserting
90921,convincing
90922,case
90923,seeks
90924,rising
90925,struck
90926,concerned
90927,added
90928,hurt
90929,mean
90930,trading
90931,processes
90932,draw
90933,fallen
90934,execute
90935,pressured
90936,proposed
90937,focus
90938,require
90939,sending
90940,set
90941,measuring
90942,fell
90943,implement
90944,want
90945,asserts
90946,show
90947,be
90948,spur
90949,buying
90950,offer
90951,tax
90952,providing
90953,weaken
90954,managing
90955,combined
90956,introduced
90957,slowed
90958,receive
90959,profit
90960,vote
90961,leverage
90962,reach
90963,views
90964,argued
90965,believe
90966,improved
90967,scheduled
90968,eased
90969,holds
90970,risen
90971,using
90972,forced
90973,buy
90974,implies
90975,lure
90976,uses
90977,increase
90978,elevated
90979,says
90980,fell
90981,exceed
90982,attract
90983,involved
90984,down
90985,increased
90986,means
90987,credited
90988,remain
90989,raise
90990,averaged
90991,bottom
90992,seen
90993,acquire
90994,jumped
90995,claim
90996,reflecting
90997,meet
90998,due
90999,differentiate
91000,drive
91001,rose
91002,treat
91003,led
91004,logging
91005,reveal
91006,from
91007,expects
91008,indicated
91009,reached
91010,reduce
91011,defined
91012,deploy
91013,drive
91014,drive
91015,increasing
91016,proving
91017,adding
91018,have
91019,compared
91020,declined
91021,values
91022,'
91023,averaged
91024,achieved
91025,trailed
91026,stepping
91027,provides
91028,issued
91029,bringing
91030,helped
91031,become
91032,average
91033,sell
91034,support
91035,driven
91036,unable
91037,expected
91038,weighing
91039,faced
91040,excluded
91041,moving
91042,lost
91043,appeal
91044,provide
91045,was
91046,affect
91047,boosted
91048,expects
91049,fell
91050,limit
91051,comes
91052,remains
91053,bid
91054,opposition
91055,filed
91056,valued
91057,result
91058,covered
91059,jump
91060,persisted
91061,forecast
91062,estimate
91063,raised
91064,adequate
91065,shipping
91066,delayed
91067,intend
91068,reflected
91069,persist
91070,benefited
91071,tap
91072,poised
91073,result
91074,hurt
91075,performed
91076,generating
91077,changing
91078,comply
91079,see
91080,fell
91081,rose
91082,rising
91083,issued
91084,added
91085,compete
91086,having
91087,sustain
91088,providing
91089,missing
91090,challenging
91091,rose
91092,exceeding
91093,reduced
91094,majority
91095,comply
91096,brought
91097,fell
91098,contend
91099,show
91100,generated
91101,fell
91102,faster
91103,limited
91104,filed
91105,age
91106,reflecting
91107,cleared
91108,issued
91109,lose
91110,led
91111,shifts
91112,seeks
91113,pass
91114,falling
91115,led
91116,increased
91117,measure
91118,spur
91119,lighter
91120,cited
91121,increase
91122,agreed
91123,trailed
91124,retain
91125,fall
91126,discuss
91127,owns
91128,appeal
91129,wrote
91130,gained
91131,gain
91132,pay
91133,averaged
91134,grant
91135,driven
91136,occur
91137,added
91138,drive
91139,as
91140,fueled
91141,protect
91142,declined
91143,defined
91144,bow
91145,challenge
91146,implies
91147,responded
91148,indicating
91149,limited
91150,on
91151,excluding
91152,add
91153,fell
91154,for
91155,increased
91156,limit
91157,revealed
91158,grow
91159,topped
91160,diverted
91161,demonstrate
91162,opened
91163,faces
91164,attributed
91165,eliminating
91166,rails
91167,pay
91168,command
91169,is
91170,pending
91171,projecting
91172,listed
91173,leverage
91174,sold
91175,called
91176,limit
91177,fell
91178,locked
91179,fell
91180,and
91181,shopping
91182,signal
91183,likely
91184,launched
91185,accelerate
91186,posted
91187,consuming
91188,held
91189,with
91190,follow
91191,appointed
91192,pending
91193,improved
91194,turn
91195,coupled
91196,projected
91197,resulted
91198,support
91199,forced
91200,higher
91201,exceeded
91202,federal
91203,represent
91204,acquire
91205,with
91206,allow
91207,fell
91208,leaving
91209,pick
91210,won
91211,ago
91212,seeking
91213,convince
91214,lack
91215,acquire
91216,assuming
91217,allowing
91218,form
91219,performed
91220,beat
91221,drove
91222,noting
91223,scheduled
91224,assistance
91225,challenged
91226,offer
91227,poised
91228,turn
91229,cut
91230,issued
91231,filed
91232,determine
91233,reflect
91234,volatile
91235,find
91236,spent
91237,opened
91238,risen
91239,raised
91240,fell
91241,improved
91242,succeed
91243,grew
91244,risen
91245,behind
91246,in
91247,wait
91248,threatened
91249,opened
91250,protect
91251,fell
91252,comes
91253,forecast
91254,with
91255,reflects
91256,waivers
91257,claims
91258,taking
91259,released
91260,better
91261,remains
91262,driven
91263,estimates
91264,'
91265,affect
91266,protect
91267,were
91268,affecting
91269,assumes
91270,likely
91271,higher
91272,maintain
91273,increased
91274,approved
91275,drove
91276,affirmed
91277,reached
91278,generated
91279,restore
91280,hurt
91281,navigate
91282,now
91283,increase
91284,prevent
91285,paid
91286,supported
91287,offer
91288,survived
91289,coal
91290,received
91291,called
91292,asserted
91293,for
91294,limited
91295,lure
91296,limit
91297,prevent
91298,discussed
91299,running
91300,access
91301,threatens
91302,think
91303,priced
91304,increase
91305,suggest
91306,reduce
91307,invest
91308,rose
91309,over
91310,drive
91311,consolidated
91312,estimated
91313,made
91314,##des
91315,declined
91316,including
91317,more
91318,approved
91319,limited
91320,safe
91321,key
91322,replace
91323,reduce
91324,sparked
91325,act
91326,moving
91327,like
91328,leaving
91329,coupled
91330,offset
91331,fell
91332,are
91333,ongoing
91334,oversees
91335,rose
91336,imported
91337,suggests
91338,respond
91339,means
91340,generate
91341,rose
91342,produced
91343,continue
91344,trailed
91345,and
91346,ranging
91347,of
91348,generated
91349,settle
91350,convert
91351,trailing
91352,increase
91353,fell
91354,failed
91355,fell
91356,processing
91357,improved
91358,defending
91359,grow
91360,fallen
91361,hurt
91362,driven
91363,choose
91364,targeting
91365,given
91366,expected
91367,2014
91368,sued
91369,expected
91370,imply
91371,runs
91372,raise
91373,depends
91374,focus
91375,calculated
91376,increased
91377,provide
91378,growing
91379,on
91380,be
91381,attacks
91382,vary
91383,be
91384,increase
91385,amended
91386,build
91387,challenge
91388,limiting
91389,reached
91390,rise
91391,grow
91392,expected
91393,boost
91394,challenging
91395,rose
91396,compete
91397,triple
91398,planned
91399,invest
91400,lifted
91401,add
91402,cut
91403,bought
91404,recovered
91405,registering
91406,reduced
91407,boost
91408,are
91409,holds
91410,sell
91411,assessing
91412,reach
91413,benefit
91414,weakening
91415,issue
91416,including
91417,and
91418,rose
91419,enter
91420,refined
91421,hurt
91422,bad
91423,likely
91424,are
91425,spreads
91426,tighten
91427,argued
91428,driven
91429,weigh
91430,appeal
91431,completed
91432,annual
91433,coupled
91434,wins
91435,affected
91436,ended
91437,boost
91438,risen
91439,implying
91440,expects
91441,posted
91442,switch
91443,including
91444,proposing
91445,agreed
91446,likely
91447,generates
91448,stepping
91449,remains
91450,adds
91451,shopping
91452,heading
91453,forecast
91454,shows
91455,require
91456,rose
91457,stands
91458,remain
91459,mean
91460,benefit
91461,excluding
91462,suggests
91463,use
91464,outstanding
91465,target
91466,beaten
91467,falling
91468,protect
91469,threatening
91470,hear
91471,creating
91472,stayed
91473,facilitate
91474,continue
91475,waiting
91476,forming
91477,apply
91478,head
91479,reflects
91480,other
91481,become
91482,feel
91483,succeeded
91484,generated
91485,suggest
91486,traded
91487,invest
91488,filed
91489,increasing
91490,rose
91491,threatens
91492,continues
91493,caused
91494,declining
91495,slowed
91496,reduce
91497,seeking
91498,lacks
91499,failed
91500,granted
91501,showed
91502,focus
91503,raises
91504,caused
91505,consider
91506,
91507,alleviate
91508,fell
91509,meet
91510,forced
91511,driving
91512,improved
91513,further
91514,not
91515,continue
91516,weigh
91517,reported
91518,repeal
91519,emerged
91520,launched
91521,rose
91522,leaves
91523,connected
91524,roll
91525,indicate
91526,internet
91527,fell
91528,granted
91529,trading
91530,place
91531,called
91532,license
91533,drawn
91534,begin
91535,driving
91536,new
91537,led
91538,can
91539,iii
91540,equivalent
91541,decided
91542,listed
91543,continue
91544,completing
91545,forcing
91546,reduced
91547,shift
91548,determine
91549,fell
91550,ranked
91551,pressured
91552,driving
91553,profitable
91554,sustaining
91555,reaching
91556,continue
91557,find
91558,dominated
91559,rallied
91560,cover
91561,rose
91562,performed
91563,support
91564,see
91565,beat
91566,aid
91567,faces
91568,including
91569,supported
91570,be
91571,presented
91572,affect
91573,lower
91574,delay
91575,hurt
91576,negotiate
91577,suppress
91578,supported
91579,prompted
91580,driving
91581,continue
91582,created
91583,serve
91584,set
91585,improve
91586,leading
91587,expects
91588,are
91589,built
91590,issued
91591,reduce
91592,benefit
91593,resulted
91594,win
91595,pressure
91596,trailing
91597,expected
91598,tighter
91599,released
91600,after
91601,imply
91602,gain
91603,flows
91604,and
91605,lure
91606,supported
91607,charge
91608,increased
91609,limited
91610,acquiring
91611,ease
91612,gained
91613,issued
91614,generate
91615,spent
91616,stems
91617,rising
91618,packaging
91619,spun
91620,offer
91621,remained
91622,enhanced
91623,under
91624,reflect
91625,include
91626,inevitable
91627,replacing
91628,effects
91629,approved
91630,grow
91631,increasing
91632,plagued
91633,rose
91634,target
91635,expanded
91636,based
91637,upgrade
91638,balanced
91639,reduced
91640,improve
91641,licensing
91642,a
91643,is
91644,declined
91645,reveal
91646,shift
91647,buy
91648,wants
91649,semiconductor
91650,has
91651,added
91652,citing
91653,hedges
91654,spend
91655,exploit
91656,recorded
91657,fell
91658,purchased
91659,has
91660,grew
91661,has
91662,affecting
91663,markets
91664,trades
91665,slower
91666,having
91667,curb
91668,preventing
91669,made
91670,raising
91671,achieve
91672,rose
91673,drove
91674,exclude
91675,shipping
91676,released
91677,rejected
91678,begins
91679,have
91680,picked
91681,comprising
91682,alter
91683,reflect
91684,pointed
91685,made
91686,rose
91687,introducing
91688,defend
91689,buy
91690,gained
91691,indicate
91692,loans
91693,redesign
91694,driven
91695,include
91696,focused
91697,enacted
91698,produce
91699,fell
91700,supporting
91701,spun
91702,buying
91703,generated
91704,accelerate
91705,be
91706,converting
91707,connect
91708,developing
91709,driven
91710,generate
91711,implementing
91712,remain
91713,limit
91714,consolidated
91715,encourage
91716,dismiss
91717,rose
91718,grow
91719,is
91720,with
91721,added
91722,declined
91723,known
91724,benefit
91725,combined
91726,rose
91727,seeks
91728,fall
91729,heating
91730,stem
91731,lease
91732,show
91733,slowed
91734,have
91735,widened
91736,report
91737,hold
91738,risen
91739,rose
91740,claims
91741,demand
91742,pick
91743,decline
91744,widened
91745,trailed
91746,renewed
91747,sold
91748,such
91749,fight
91750,begin
91751,becomes
91752,cited
91753,higher
91754,rise
91755,worsened
91756,signal
91757,sees
91758,financing
91759,quarterly
91760,pay
91761,let
91762,signed
91763,priced
91764,focus
91765,support
91766,shown
91767,offers
91768,rose
91769,lowers
91770,is
91771,left
91772,adopt
91773,rose
91774,boost
91775,requested
91776,fell
91777,fell
91778,followed
91779,pick
91780,cut
91781,filed
91782,focused
91783,online
91784,holds
91785,have
91786,helped
91787,sold
91788,avoid
91789,ages
91790,led
91791,gained
91792,include
91793,trading
91794,push
91795,reduce
91796,seen
91797,include
91798,focus
91799,needed
91800,changing
91801,return
91802,higher
91803,contend
91804,suggests
91805,marked
91806,expand
91807,expects
91808,attracted
91809,their
91810,expanded
91811,identifying
91812,gained
91813,in
91814,increased
91815,end
91816,used
91817,provide
91818,drawn
91819,continue
91820,drives
91821,exposed
91822,suggests
91823,compared
91824,passing
91825,transaction
91826,peaked
91827,have
91828,set
91829,developed
91830,allocated
91831,pick
91832,ongoing
91833,combined
91834,soared
91835,signals
91836,adds
91837,positioning
91838,cost
91839,struggle
91840,rose
91841,seeking
91842,give
91843,build
91844,leading
91845,hurt
91846,supporting
91847,split
91848,assert
91849,boost
91850,wants
91851,rose
91852,higher
91853,approved
91854,accelerate
91855,are
91856,meaning
91857,extend
91858,implement
91859,priced
91860,implying
91861,combined
91862,fined
91863,fell
91864,main
91865,for
91866,faces
91867,rose
91868,poses
91869,subsequent
91870,signed
91871,focused
91872,for
91873,held
91874,act
91875,buy
91876,marketing
91877,passed
91878,been
91879,cut
91880,be
91881,reduce
91882,serve
91883,sharing
91884,be
91885,led
91886,fell
91887,accuse
91888,keep
91889,directed
91890,driven
91891,falling
91892,fell
91893,improving
91894,fell
91895,reported
91896,held
91897,severe
91898,estimated
91899,advanced
91900,criticized
91901,aids
91902,issue
91903,driven
91904,drive
91905,acting
91906,announced
91907,accelerated
91908,remain
91909,target
91910,narrowed
91911,pricing
91912,dominated
91913,worst
91914,see
91915,reduced
91916,completed
91917,fell
91918,denied
91919,provide
91920,fell
91921,reveal
91922,including
91923,reflect
91924,resolve
91925,fell
91926,secured
91927,including
91928,marketing
91929,denied
91930,replacing
91931,sold
91932,boost
91933,rose
91934,store
91935,combined
91936,logging
91937,violate
91938,keep
91939,announced
91940,face
91941,agreed
91942,put
91943,ramp
91944,eased
91945,on
91946,implements
91947,deal
91948,argues
91949,covered
91950,put
91951,recover
91952,boosted
91953,lower
91954,released
91955,approved
91956,persist
91957,generate
91958,emerging
91959,fell
91960,proposed
91961,claim
91962,fell
91963,resulting
91964,beat
91965,bought
91966,suggest
91967,targets
91968,sent
91969,release
91970,fell
91971,acting
91972,driven
91973,survived
91974,including
91975,focus
91976,adjusting
91977,failed
91978,calls
91979,common
91980,dismissal
91981,start
91982,fell
91983,treat
91984,keep
91985,proceed
91986,peaked
91987,manage
91988,these
91989,benefit
91990,change
91991,updated
91992,being
91993,fueled
91994,averaged
91995,reaching
91996,depend
91997,forecast
91998,providing
91999,pick
92000,fallen
92001,keep
92002,negotiating
92003,impose
92004,see
92005,below
92006,named
92007,means
92008,do
92009,focused
92010,smaller
92011,emerging
92012,offset
92013,protect
92014,combined
92015,expanding
92016,increased
92017,report
92018,boost
92019,change
92020,produces
92021,limit
92022,limit
92023,explained
92024,tend
92025,rise
92026,driving
92027,based
92028,consolidated
92029,command
92030,cover
92031,reduce
92032,and
92033,considering
92034,represent
92035,recovered
92036,translating
92037,affect
92038,estimates
92039,play
92040,combined
92041,fall
92042,offset
92043,including
92044,charge
92045,boost
92046,include
92047,protect
92048,need
92049,choose
92050,below
92051,reported
92052,projects
92053,delayed
92054,new
92055,cleared
92056,announced
92057,increased
92058,allowing
92059,sold
92060,building
92061,much
92062,reduced
92063,picked
92064,fall
92065,boosted
92066,remains
92067,paying
92068,transfer
92069,drop
92070,exit
92071,trading
92072,return
92073,fell
92074,hear
92075,the
92076,depend
92077,
92078,that
92079,widened
92080,sold
92081,needed
92082,negotiate
92083,keeps
92084,allow
92085,strong
92086,fund
92087,slower
92088,limited
92089,with
92090,becoming
92091,senior
92092,accelerate
92093,improving
92094,generate
92095,reported
92096,driven
92097,tracking
92098,expected
92099,targeting
92100,raised
92101,disclosed
92102,leading
92103,able
92104,scheduled
92105,face
92106,declining
92107,maintain
92108,beat
92109,excluding
92110,agreed
92111,allow
92112,seeking
92113,due
92114,buying
92115,included
92116,negotiated
92117,higher
92118,had
92119,tracked
92120,moderate
92121,settled
92122,lack
92123,grew
92124,rise
92125,rails
92126,announcing
92127,peaked
92128,announced
92129,funded
92130,trails
92131,on
92132,driven
92133,drilled
92134,averaging
92135,growth
92136,enter
92137,shifting
92138,trail
92139,act
92140,squeezed
92141,sold
92142,maintain
92143,widened
92144,cost
92145,boost
92146,acquired
92147,upgrade
92148,be
92149,is
92150,driven
92151,coupled
92152,boost
92153,step
92154,holds
92155,falling
92156,boosted
92157,offset
92158,proposed
92159,added
92160,hurt
92161,rising
92162,rose
92163,fleet
92164,focused
92165,created
92166,reflect
92167,for
92168,widen
92169,averaged
92170,reached
92171,is
92172,these
92173,accelerate
92174,improve
92175,cut
92176,measured
92177,change
92178,fell
92179,known
92180,projecting
92181,passed
92182,delayed
92183,regain
92184,increase
92185,increasing
92186,mature
92187,drive
92188,affect
92189,combat
92190,this
92191,capital
92192,global
92193,reduce
92194,recover
92195,approved
92196,known
92197,take
92198,in
92199,spent
92200,extend
92201,partnering
92202,increase
92203,priced
92204,rule
92205,had
92206,data
92207,benefit
92208,faces
92209,heating
92210,driven
92211,begin
92212,rose
92213,likely
92214,slowed
92215,expected
92216,generates
92217,ease
92218,express
92219,increased
92220,expected
92221,recover
92222,create
92223,accelerate
92224,supporting
92225,address
92226,opt
92227,launch
92228,causing
92229,moderate
92230,affect
92231,led
92232,cited
92233,have
92234,watch
92235,planned
92236,led
92237,improved
92238,hurting
92239,stay
92240,spurred
92241,improve
92242,shifting
92243,accounting
92244,requires
92245,trading
92246,owning
92247,in
92248,cut
92249,produces
92250,for
92251,increased
92252,seeking
92253,expected
92254,settled
92255,approve
92256,face
92257,spur
92258,prove
92259,heightened
92260,lowers
92261,life
92262,driven
92263,address
92264,sell
92265,estimated
92266,exceed
92267,ease
92268,pricing
92269,winning
92270,reported
92271,shift
92272,rising
92273,shifted
92274,from
92275,driven
92276,convincing
92277,cover
92278,approved
92279,expand
92280,estimates
92281,average
92282,extend
92283,sell
92284,building
92285,offer
92286,compete
92287,slowed
92288,poised
92289,compared
92290,hurting
92291,fallen
92292,raise
